RX_MMSI,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,ROT,SOG,Position_Accuracy,Longitude,Latitude,COG,True_Heading,Time_Stamp,Ship_and_Cargo_Type,Reference_Position_A,Reference_Position_B,Reference_Position_C,Reference_Position_D,Fixing_Device,ETA,MAX_Draught,Destination,DTE,Record_Time
004161805,, ,,416006013,15,128,3.6,1,120.313218,24.071243,14,511,9,30,10,10,2,2,,,,,,2021-09-15 01:27:11
004161805,, ,,416006013,15,128,3.2,1,120.313445,24.071872,13.4,511,49,30,10,10,2,2,,,,,,2021-09-15 01:27:52
004161805,,BK7075,,416000822,15,128,2.9,0,120.310590,24.076883,14.4,511,37,30,0,0,0,0,,,,,,2021-09-15 01:27:37
004161805,,BK7075,,416000822,15,128,3.2,0,120.310707,24.077317,17.1,511,7,30,0,0,0,0,,,,,,2021-09-15 01:28:07
004161805,, ,,416002402,15,128,3.8,1,120.303562,24.053923,32.6,511,48,30,8,13,2,2,,,,,,2021-09-15 01:28:51
004161805,, ,,416006013,15,128,3.4,1,120.313697,24.072518,17.7,511,30,30,10,10,2,2,,,,,,2021-09-15 01:28:32
004161805,, ,,416006013,15,128,3.6,1,120.313562,24.072207,18.5,511,10,30,10,10,2,2,,,,,,2021-09-15 01:28:12
004161805,, ,,416006013,15,128,3.6,1,120.313823,24.072827,16.7,511,50,30,10,10,2,2,,,,,,2021-09-15 01:28:52
004161805,,BK7075,,416000822,15,128,3.2,0,120.311078,24.078598,18,511,37,30,0,0,0,0,,,,,,2021-09-15 01:29:37
004161805,,BK7075,,416000822,15,128,3.2,0,120.310952,24.078173,14.7,511,7,30,0,0,0,0,,,,,,2021-09-15 01:29:07
004161805,, ,,416006013,15,128,3.6,1,120.314220,24.073775,19.6,511,51,30,10,10,2,2,,,,,,2021-09-15 01:29:53
004161805,, ,,416006013,15,128,3.4,1,120.313963,24.073153,20.1,511,11,30,10,10,2,2,,,,,,2021-09-15 01:29:13
004161805,, ,,416006013,15,128,3.6,1,120.314625,24.074717,21.8,511,52,30,10,10,2,2,,,,,,2021-09-15 01:30:54
004161805,, ,,416006013,15,128,3.4,1,120.314492,24.074410,18.7,511,32,30,10,10,2,2,,,,,,2021-09-15 01:30:34
004161805,, ,,416006013,15,128,3.5,1,120.314345,24.074087,19.9,511,11,30,10,10,2,2,,,,,,2021-09-15 01:30:14
004161805,,BK7075,,416000822,15,128,3.3,0,120.311200,24.079023,15.1,511,7,30,0,0,0,0,,,,,,2021-09-15 01:30:07
004161805,,BK7075,,416000822,15,128,2.9,0,120.311327,24.079468,12,511,39,30,0,0,0,0,,,,,,2021-09-15 01:30:39
004161805,, ,,416006013,15,128,3.5,1,120.314757,24.075025,19.3,511,12,30,10,10,2,2,,,,,,2021-09-15 01:31:14
004161805,, ,,416006013,15,128,3.8,1,120.315052,24.075647,34,511,53,30,10,10,2,2,,,,,,2021-09-15 01:31:55
004161805,, ,,416006013,15,128,3.4,1,120.314905,24.075363,18.7,511,34,30,10,10,2,2,,,,,,2021-09-15 01:31:36
004161805,,BK7075,,416000822,15,128,2.9,0,120.311440,24.079858,15.6,511,7,30,0,0,0,0,,,,,,2021-09-15 01:31:07
004161805,,BK7075,,416000822,15,128,3.2,0,120.311548,24.080290,16.3,511,38,30,0,0,0,0,,,,,,2021-09-15 01:31:37
004161805,,BK7075,,416000822,15,128,3,0,120.311667,24.080703,11.3,511,8,30,0,0,0,0,,,,,,2021-09-15 01:32:08
004161805,,BK7075,,416000822,15,128,3.1,0,120.311772,24.081103,15.1,511,37,30,0,0,0,0,,,,,,2021-09-15 01:32:37
004161805,, ,,416006013,15,128,3.7,1,120.315485,24.076243,32.7,511,35,30,10,10,2,2,,,,,,2021-09-15 01:32:38
004161805,, ,,416006013,15,128,3.7,1,120.315258,24.075930,34.6,511,13,30,10,10,2,2,,,,,,2021-09-15 01:32:15
004161805,, ,,416006013,15,128,3.6,1,120.315677,24.076495,27.2,511,53,30,10,10,2,2,,,,,,2021-09-15 01:32:56
004161805,, ,,416006013,15,128,3.5,1,120.315278,24.075958,28.7,511,15,30,10,10,2,2,,,,,,2021-09-15 01:32:17
004161805,, ,,416006013,15,128,3.7,1,120.315462,24.076215,34,511,33,30,10,10,2,2,,,,,,2021-09-15 01:32:35
004161805,,,HENG CHANG,416002402,15,128,3.6,1,120.305368,24.056937,26.4,511,17,,,,,,,,,,,2021-09-15 01:32:18
004161805,, ,,416006013,15,128,3.8,1,120.316103,24.077087,38,511,35,30,10,10,2,2,,,,,,2021-09-15 01:33:38
004161805,, ,,416006013,15,128,3.6,1,120.315888,24.076792,35.3,511,14,30,10,10,2,2,,,,,,2021-09-15 01:33:16
004161805,, ,,416006013,15,128,3.6,1,120.316747,24.077953,32.4,511,37,30,10,10,2,2,,,,,,2021-09-15 01:34:39
004161805,, ,,416006013,15,128,3.6,1,120.316515,24.077650,36.4,511,15,30,10,10,2,2,,,,,,2021-09-15 01:34:17
004161805,, ,,416006013,15,128,3.6,1,120.316907,24.078215,25.8,511,55,30,10,10,2,2,,,,,,2021-09-15 01:34:57
004161805,, ,,416006013,15,128,3.5,1,120.316923,24.078245,30.5,511,57,30,10,10,2,2,,,,,,2021-09-15 01:34:59
004161805,, ,,416006013,15,128,3.6,1,120.316725,24.077925,32.6,511,35,30,10,10,2,2,,,,,,2021-09-15 01:34:37
004161805,,,HENG CHANG,416002402,15,128,3.6,1,120.306462,24.058668,31.6,511,17,,,,,,,,,,,2021-09-15 01:34:18
004161805,, ,,416006013,15,128,3.5,1,120.317295,24.078828,29.5,511,37,30,10,10,2,2,,,,,,2021-09-15 01:35:39
004161805,, ,,416006013,15,128,3.4,1,120.317092,24.078508,27.5,511,15,30,10,10,2,2,,,,,,2021-09-15 01:35:18
004161805,, ,,416006013,15,128,3.5,1,120.317470,24.079107,32.9,511,56,30,10,10,2,2,,,,,,2021-09-15 01:35:58
004161805,, ,,416006013,15,128,3.2,1,120.317848,24.079683,28.8,511,36,30,10,10,2,2,,,,,,2021-09-15 01:36:39
004161805,, ,,416006013,15,128,3.5,1,120.317880,24.079725,31.7,511,39,30,10,10,2,2,,,,,,2021-09-15 01:36:41
004161805,, ,,416006013,15,128,3.4,1,120.317658,24.079397,32.8,511,16,30,10,10,2,2,,,,,,2021-09-15 01:36:18
004161805,, ,,416006013,15,128,3.9,1,120.317977,24.080008,16.9,511,57,30,10,10,2,2,,,,,,2021-09-15 01:36:59
004161805,, ,,416006013,15,128,3.6,1,120.318092,24.080715,3.4,511,39,30,10,10,2,2,,,,,,2021-09-15 01:37:41
004161805,, ,,416006013,15,128,3.6,1,120.318040,24.080345,9.4,511,17,30,10,10,2,2,,,,,,2021-09-15 01:37:19
004161805,, ,,416006013,15,128,3.7,1,120.318127,24.081017,7.3,511,57,30,10,10,2,2,,,,,,2021-09-15 01:38:00
004161805,, ,,416006013,15,128,3.9,1,120.317868,24.083607,348.5,511,40,30,10,10,2,2,,,,,,2021-09-15 01:40:42
004161805,, ,,416006013,15,128,3.6,1,120.317963,24.083267,356.2,511,19,30,10,10,2,2,,,,,,2021-09-15 01:40:22
004161805,,,BAO FA              ,416066008,15,128,6.9,0,120.357490,24.080705,235.4,235,16,30,7,6,2,2,0,,,,0,2021-09-15 02:36:17
004161805,,,BAO FA              ,416066008,15,128,6.8,0,120.353955,24.078580,241.8,241,16,30,7,6,2,2,0,,,,0,2021-09-15 02:38:17
004161805,,,BAO FA              ,416066008,15,128,6.8,0,120.340633,24.071710,243.1,242,17,30,7,6,2,2,0,,,,0,2021-09-15 02:45:18
004161805,,,BAO FA              ,416066008,15,128,7,0,120.338742,24.070798,244.4,244,17,30,7,6,2,2,0,,,,0,2021-09-15 02:46:18
004161805,,,BAO FA              ,416066008,15,128,6.9,0,120.335930,24.069498,242.8,243,47,30,7,6,2,2,0,,,,0,2021-09-15 02:47:48
004161805,,,BAO FA              ,416066008,15,128,6.9,0,120.328515,24.065953,241.8,240,48,30,7,6,2,2,0,,,,0,2021-09-15 02:51:48
004161805,,,BAO FA              ,416066008,15,128,6.8,0,120.326703,24.065002,243.5,242,48,30,7,6,2,2,0,,,,0,2021-09-15 02:52:48
004161805,,,BAO FA              ,416066008,15,128,6.9,0,120.324767,24.064237,248.8,248,48,30,7,6,2,2,0,,,,0,2021-09-15 02:53:49
004161805,,,BAO FA              ,416066008,15,128,6.9,0,120.325745,24.064602,242.1,242,18,30,7,6,2,2,0,,,,0,2021-09-15 02:53:19
004161805,,,BAO FA              ,416066008,15,128,7,0,120.321845,24.063107,243.7,244,18,30,7,6,2,2,0,,,,0,2021-09-15 02:55:19
004161805,,,BAO FA              ,416066008,15,128,3.5,0,120.318885,24.061263,231.7,230,18,30,7,6,2,2,0,,,,0,2021-09-15 02:57:19
004161805,,,BAO FA              ,416066008,15,128,1.3,0,120.318042,24.060675,246.3,244,48,30,7,6,2,2,0,,,,0,2021-09-15 02:58:49
004161805,,,BAO FA              ,416066008,15,128,1.3,0,120.318042,24.060675,246.3,244,48,30,7,6,2,2,0,,,,0,2021-09-15 02:58:49
004161805,,,BAO FA              ,416066008,15,128,0.9,0,120.317900,24.060652,264.3,264,18,30,7,6,2,2,0,,,,0,2021-09-15 02:59:19
004161805,,,BAO FA              ,416066008,15,128,0.9,0,120.317900,24.060652,264.3,264,18,30,7,6,2,2,0,,,,0,2021-09-15 02:59:19
004161805,,,BAO FA              ,416066008,15,128,3.5,0,120.315777,24.058427,195.4,197,19,30,7,6,2,2,0,,,,0,2021-09-15 03:03:19
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.315410,24.057620,197,206,19,30,7,6,2,2,0,,,,0,2021-09-15 03:04:19
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.314753,24.056013,193,193,19,30,7,6,2,2,0,,,,0,2021-09-15 03:06:19
004161805,,,BAO FA              ,416066008,15,128,3.2,0,120.313362,24.052293,206.6,206,49,30,7,6,2,2,0,,,,0,2021-09-15 03:10:50
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.312055,24.049985,201.5,201,49,30,7,6,2,2,0,,,,0,2021-09-15 03:13:50
004161805,,,BAO FA              ,416066008,15,128,3,0,120.311013,24.048540,216.9,216,49,30,7,6,2,2,0,,,,0,2021-09-15 03:15:50
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.309963,24.047105,205.2,205,49,30,7,6,2,2,0,,,,0,2021-09-15 03:17:50
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.308882,24.045692,206.2,206,49,30,7,6,2,2,0,,,,0,2021-09-15 03:19:49
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.308882,24.045692,206.2,206,49,30,7,6,2,2,0,,,,0,2021-09-15 03:19:49
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.308595,24.045350,224.1,224,19,30,7,6,2,2,0,,,,0,2021-09-15 03:20:20
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.305975,24.041202,201.2,204,49,30,7,6,2,2,0,,,,0,2021-09-15 03:25:49
004161805,,,BAO FA              ,416066008,15,128,3.2,0,120.305442,24.039987,210.7,210,19,30,7,6,2,2,0,,,,0,2021-09-15 03:27:20
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.305083,24.039182,195.2,198,19,30,7,6,2,2,0,,,,0,2021-09-15 03:28:19
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.304740,24.038370,205.7,202,19,30,7,6,2,2,0,,,,0,2021-09-15 03:29:19
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.304740,24.038370,205.7,202,19,30,7,6,2,2,0,,,,0,2021-09-15 03:29:19
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.303845,24.036360,205.8,211,49,30,7,6,2,2,0,,,,0,2021-09-15 03:31:49
004161805,0,       ,CTR-CW1030,416066046,0,-128,5.8,0,120.372377,24.056807,268.4,511,38,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:41
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.1,0,120.372092,24.056788,267,511,47,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:50
004161805,0,       ,CTR-CW1030,416066046,0,-128,4.1,0,120.372567,24.056812,271.5,511,32,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:35
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.1,0,120.371807,24.056775,266.9,511,55,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:58
004161805,0,       ,CTR-CW1030,416066046,0,-128,5.8,0,120.372377,24.056807,268.4,511,37,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:40
004161805,0,       ,CTR-CW1030,416066046,0,-128,0.8,0,120.372663,24.056810,272.3,511,27,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:30
004161805,0,       ,CTR-CW1030,416066046,0,-128,1.9,0,120.372647,24.056810,272.1,511,28,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:31
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.1,0,120.371933,24.056782,267,511,54,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:54
004161805,0,       ,CTR-CW1030,416066046,0,-128,5,0,120.372503,24.056812,270.5,511,33,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:36
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.1,0,120.371807,24.056775,266.9,511,56,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:59
004161805,0,       ,CTR-CW1030,416066046,0,-128,6,0,120.372218,24.056797,267.1,511,45,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:45
004161805,0,       ,CTR-CW1030,416066046,0,-128,6,0,120.372218,24.056797,267.1,511,42,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:31:46
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.371035,24.056728,266.8,511,20,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:23
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.370550,24.056697,265.7,511,35,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:38
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.371647,24.056767,266.6,511,0,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:03
004161805,0,       ,CTR-CW1030,416066046,15,128,6.3,1,120.371392,24.056750,266.2,511,9,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:08
004161805,0,       ,CTR-CW1030,416066046,15,128,6.3,1,120.371392,24.056750,266.2,511,9,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:08
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.370063,24.056655,264.6,511,50,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:53
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.369867,24.056635,264,511,55,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:58
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.370355,24.056680,265.6,511,40,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:43
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.370355,24.056680,265.6,511,41,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:44
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.369867,24.056635,264,511,56,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:59
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.370678,24.056708,266.1,511,30,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:33
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.371165,24.056737,266.5,511,15,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:18
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.370160,24.056663,265.2,511,46,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:49
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.371615,24.056765,266.6,511,1,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:04
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.371133,24.056735,266.5,511,16,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:19
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.370647,24.056705,266,511,31,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:34
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.370485,24.056692,265.5,511,36,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:39
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.370970,24.056727,266.8,511,21,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:24
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.2,0,120.371455,24.056755,266.5,511,6,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:09
004161805,0,       ,CTR-CW1030,416066046,0,-128,6.3,0,120.370193,24.056667,265.3,511,45,30,5,5,1,1,0,,0,                    ,0,2021-09-15 03:32:48
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.303140,24.034750,200,205,49,30,7,6,2,2,0,,,,0,2021-09-15 03:33:49
004161805,,,BAO FA              ,416066008,15,128,3.1,0,120.303140,24.034750,200,205,49,30,7,6,2,2,0,,,,0,2021-09-15 03:33:49
004161805,, ,,416066046,15,128,6.6,1,120.369478,24.056597,264.1,511,8,30,5,5,1,1,,,,,,2021-09-15 03:33:07
004161805,, ,,416066046,0,-128,6.3,0,120.369087,24.056583,269.5,511,20,30,5,5,1,1,,,,,,2021-09-15 03:33:23
004161805,, ,,416066046,0,-128,6.4,0,120.368592,24.056585,269.6,511,35,30,5,5,1,1,,,,,,2021-09-15 03:33:38
004161805,, ,,416066046,15,128,6.6,1,120.369478,24.056597,264.1,511,8,30,5,5,1,1,,,,,,2021-09-15 03:33:07
004161805,, ,,416066046,0,-128,6.3,0,120.369512,24.056600,263.6,511,6,30,5,5,1,1,,,,,,2021-09-15 03:33:09
004161805,, ,,416066046,0,-128,6.3,0,120.369705,24.056618,263.9,511,0,30,5,5,1,1,,,,,,2021-09-15 03:33:03
004161805,, ,,416066046,0,-128,6.3,0,120.368132,24.056575,267.7,511,48,30,5,5,1,1,,,,,,2021-09-15 03:33:51
004161805,, ,,416066046,0,-128,6.3,0,120.369575,24.056605,263.7,511,5,30,5,5,1,1,,,,,,2021-09-15 03:33:08
004161805,, ,,416066046,0,-128,6.3,0,120.368098,24.056573,267.4,511,49,30,5,5,1,1,,,,,,2021-09-15 03:33:52
004161805,, ,,416066046,0,-128,6.3,0,120.368295,24.056582,269.2,511,43,30,5,5,1,1,,,,,,2021-09-15 03:33:46
004161805,, ,,416066046,0,-128,6.3,0,120.369020,24.056583,270.1,511,21,30,5,5,1,1,,,,,,2021-09-15 03:33:24
004161805,, ,,416066046,0,-128,6.4,0,120.367935,24.056562,265.8,511,54,30,5,5,1,1,,,,,,2021-09-15 03:33:57
004161805,, ,,416066046,0,-128,6.3,0,120.369185,24.056582,268.5,511,16,30,5,5,1,1,,,,,,2021-09-15 03:33:19
004161805,, ,,416066046,0,-128,6.4,0,120.368427,24.056583,269.7,511,39,30,5,5,1,1,,,,,,2021-09-15 03:33:42
004161805,, ,,416066046,0,-128,6.3,0,120.369380,24.056587,264.8,511,10,30,5,5,1,1,,,,,,2021-09-15 03:33:13
004161805,, ,,416066046,0,-128,6.4,0,120.368888,24.056587,270.2,511,25,30,5,5,1,1,,,,,,2021-09-15 03:33:28
004161805,, ,,416066046,0,-128,6.3,0,120.368295,24.056582,269.2,511,44,30,5,5,1,1,,,,,,2021-09-15 03:33:47
004161805,, ,,416066046,0,-128,6.4,0,120.368000,24.056567,266.5,511,53,30,5,5,1,1,,,,,,2021-09-15 03:33:56
004161805,, ,,416066046,0,-128,6.4,0,120.368722,24.056587,269.7,511,30,30,5,5,1,1,,,,,,2021-09-15 03:33:33
004161805,, ,,416066046,0,-128,6.3,0,120.369217,24.056582,268,511,15,30,5,5,1,1,,,,,,2021-09-15 03:33:18
004161805,, ,,416066046,0,-128,6.4,0,120.368688,24.056587,269.5,511,31,30,5,5,1,1,,,,,,2021-09-15 03:33:34
004161805,,,BAO FA              ,416066008,15,128,3.2,0,120.302820,24.033933,199.4,198,48,30,7,6,2,2,0,,,,0,2021-09-15 03:34:49
004161805,, ,,416066046,0,-128,6.4,0,120.367803,24.056550,264.2,511,58,30,5,5,1,1,,,,,,2021-09-15 03:34:01
004161805,, ,,416066046,0,-128,6.4,0,120.367020,24.056405,256.8,511,23,30,5,5,1,1,,,,,,2021-09-15 03:34:26
004161805,, ,,416066046,0,-128,6.4,0,120.366538,24.056303,258.2,511,38,30,5,5,1,1,,,,,,2021-09-15 03:34:41
004161805,, ,,416066046,0,-128,6.5,0,120.366047,24.056218,260.3,511,53,30,5,5,1,1,,,,,,2021-09-15 03:34:56
004161805,, ,,416066046,0,-128,6.4,0,120.367508,24.056503,260.5,511,8,30,5,5,1,1,,,,,,2021-09-15 03:34:11
004161805,, ,,416066046,0,-128,6.6,0,120.365845,24.056193,262.3,511,58,30,5,5,1,1,,,,,,2021-09-15 03:35:01
004161805,, ,,416066046,0,-128,6.5,0,120.367313,24.056468,259.3,511,14,30,5,5,1,1,,,,,,2021-09-15 03:34:17
004161805,, ,,416066046,0,-128,6.4,0,120.366828,24.056363,257.1,511,29,30,5,5,1,1,,,,,,2021-09-15 03:34:32
004161805,, ,,416066046,0,-128,6.4,0,120.366345,24.056267,257.3,511,44,30,5,5,1,1,,,,,,2021-09-15 03:34:47
004161805,, ,,416066046,0,-128,6.4,0,120.366635,24.056323,257.2,511,34,30,5,5,1,1,,,,,,2021-09-15 03:34:37
004161805,, ,,416066046,0,-128,6.5,0,120.366147,24.056232,259.2,511,49,30,5,5,1,1,,,,,,2021-09-15 03:34:52
004161805,, ,,416066046,0,-128,6.5,0,120.367313,24.056468,259.3,511,13,30,5,5,1,1,,,,,,2021-09-15 03:34:16
004161805,, ,,416066046,0,-128,6.4,0,120.366828,24.056363,257.1,511,28,30,5,5,1,1,,,,,,2021-09-15 03:34:31
004161805,, ,,416066046,0,-128,6.4,0,120.366345,24.056267,257.3,511,43,30,5,5,1,1,,,,,,2021-09-15 03:34:46
004161805,, ,,416066046,0,-128,6.4,0,120.367638,24.056527,262,511,3,30,5,5,1,1,,,,,,2021-09-15 03:34:06
004161805,, ,,416066046,0,-128,6.4,0,120.367150,24.056433,257.8,511,18,30,5,5,1,1,,,,,,2021-09-15 03:34:21
004161805,, ,,416066046,0,-128,6.5,0,120.366180,24.056237,258.8,511,48,30,5,5,1,1,,,,,,2021-09-15 03:34:51
004161805,, ,,416066046,0,-128,6.3,0,120.366668,24.056330,257.3,511,33,30,5,5,1,1,,,,,,2021-09-15 03:34:36
004161805,, ,,416066046,0,-128,6.4,0,120.367803,24.056550,264.2,511,59,30,5,5,1,1,,,,,,2021-09-15 03:34:02
004161805,, ,,416066046,0,-128,6.4,0,120.367607,24.056522,261.5,511,4,30,5,5,1,1,,,,,,2021-09-15 03:34:07
004161805,, ,,416066046,0,-128,6.4,0,120.366957,24.056390,257,511,24,30,5,5,1,1,,,,,,2021-09-15 03:34:27
004161805,, ,,416066046,0,-128,6.4,0,120.367443,24.056493,260.1,511,9,30,5,5,1,1,,,,,,2021-09-15 03:34:12
004161805,, ,,416066046,0,-128,6.5,0,120.366473,24.056292,258.4,511,39,30,5,5,1,1,,,,,,2021-09-15 03:34:42
004161805,, ,,416066046,0,-128,6.5,0,120.365978,24.056210,260.6,511,54,30,5,5,1,1,,,,,,2021-09-15 03:34:57
004161805,, ,,416066046,0,-128,6.6,0,120.365675,24.056180,264.1,511,3,30,5,5,1,1,,,,,,2021-09-15 03:35:06
004161805,, ,,416066046,0,-128,6.7,0,120.365333,24.056157,265.5,511,13,30,5,5,1,1,,,,,,2021-09-15 03:35:16
004161805,, ,,416066046,0,-128,6.7,0,120.364307,24.056042,261.2,511,43,30,5,5,1,1,,,,,,2021-09-15 03:35:46
004161805,, ,,416066046,0,-128,6.7,0,120.365333,24.056157,265.5,511,14,30,5,5,1,1,,,,,,2021-09-15 03:35:17
004161805,, ,,416066046,0,-128,6.6,0,120.364820,24.056110,264,511,28,30,5,5,1,1,,,,,,2021-09-15 03:35:31
004161805,, ,,416066046,0,-128,6.8,0,120.363893,24.055983,262.2,511,56,30,5,5,1,1,,,,,,2021-09-15 03:35:59
004161805,, ,,416066046,0,-128,6.6,0,120.364615,24.056085,262.7,511,34,30,5,5,1,1,,,,,,2021-09-15 03:35:37
004161805,, ,,416066046,0,-128,6.6,0,120.364648,24.056090,262.8,511,33,30,5,5,1,1,,,,,,2021-09-15 03:35:36
004161805,, ,,416066046,0,-128,6.8,0,120.363893,24.055983,262.2,511,55,30,5,5,1,1,,,,,,2021-09-15 03:35:58
004161805,, ,,416066046,0,-128,6.6,0,120.365642,24.056178,264.3,511,4,30,5,5,1,1,,,,,,2021-09-15 03:35:07
004161805,, ,,416066046,0,-128,6.8,0,120.364133,24.056015,260.9,511,48,30,5,5,1,1,,,,,,2021-09-15 03:35:51
004161805,, ,,416066046,0,-128,6.7,0,120.364512,24.056072,261.8,511,38,30,5,5,1,1,,,,,,2021-09-15 03:35:41
004161805,, ,,416066046,0,-128,6.7,0,120.365025,24.056132,264.6,511,23,30,5,5,1,1,,,,,,2021-09-15 03:35:26
004161805,, ,,416066046,0,-128,6.7,0,120.364443,24.056062,261.7,511,39,30,5,5,1,1,,,,,,2021-09-15 03:35:42
004161805,, ,,416066046,0,-128,6.6,0,120.364957,24.056125,264.3,511,24,30,5,5,1,1,,,,,,2021-09-15 03:35:27
004161805,, ,,416066046,0,-128,6.6,0,120.365470,24.056167,264.5,511,9,30,5,5,1,1,,,,,,2021-09-15 03:35:12
004161805,, ,,416066046,0,-128,6.6,0,120.365162,24.056143,264.8,511,18,30,5,5,1,1,,,,,,2021-09-15 03:35:21
004161805,, ,,416066046,0,-128,6.8,0,120.364032,24.056000,261.3,511,51,30,5,5,1,1,,,,,,2021-09-15 03:35:54
004161805,, ,,416066046,0,-128,6.6,0,120.365538,24.056172,264.5,511,8,30,5,5,1,1,,,,,,2021-09-15 03:35:11
004161805,, ,,416066046,0,-128,6.7,0,120.364307,24.056042,261.2,511,44,30,5,5,1,1,,,,,,2021-09-15 03:35:47
004161805,, ,,416066046,0,-128,6.6,0,120.364820,24.056110,264,511,29,30,5,5,1,1,,,,,,2021-09-15 03:35:32
004161805,, ,,416066046,0,-128,6.6,0,120.365845,24.056193,262.3,511,59,30,5,5,1,1,,,,,,2021-09-15 03:35:02
004161805,,,BAO FA              ,416066008,15,128,3.2,0,120.302278,24.032702,202.4,204,19,30,7,6,2,2,0,,,,0,2021-09-15 03:36:19
004161805,, ,,416066046,15,128,6.8,1,120.362918,24.055928,266.6,511,24,30,5,5,1,1,,,,,,2021-09-15 03:36:23
004161805,, ,,416066046,15,128,6.8,1,120.362918,24.055928,266.6,511,24,30,5,5,1,1,,,,,,2021-09-15 03:36:23
004161805,, ,,416066046,0,-128,6.8,0,120.362743,24.055920,267,511,28,30,5,5,1,1,,,,,,2021-09-15 03:36:31
004161805,, ,,416066046,0,-128,6.8,0,120.362220,24.055880,265.2,511,43,30,5,5,1,1,,,,,,2021-09-15 03:36:46
004161805,, ,,416066046,0,-128,6.7,0,120.362988,24.055932,267.2,511,21,30,5,5,1,1,,,,,,2021-09-15 03:36:24
004161805,, ,,416066046,15,128,6.9,1,120.362150,24.055875,264.6,511,46,30,5,5,1,1,,,,,,2021-09-15 03:36:45
